name,url,remote_support,adaptive_support,test_type,description,duration
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,Yes,No,['Knowledge & Skills'],"SQL Server Analysis Services (SSAS) (New): Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI…",15
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,Yes,No,['Knowledge & Skills'],"SQL Server Integration Services (SSIS) (New): Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration…",15
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,Yes,No,['Knowledge & Skills'],"SQL Server Reporting Services (SSRS) (New): Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping…",15
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,Yes,No,['Knowledge & Skills'],Statistical Analysis System (New): Multi-choice test that measures the ability to use the SAS software for statistical analysis.,15
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,Yes,No,['Knowledge & Skills'],"Struts (New): Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.",15
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,Yes,No,['Simulations'],"SVAR - Spoken English (AUS): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",15
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Yes,No,['Simulations'],"SVAR - Spoken English (Indian Accent)  (New): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",15
SVAR - Spoken English (U.K.),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,Yes,No,['Simulations'],"SVAR - Spoken English (U.K.): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",15
SVAR - Spoken English (US)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,Yes,No,['Simulations'],"SVAR - Spoken English (US)  (New): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",15
SVAR - Spoken French (Canadian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,Yes,No,['Simulations'],"SVAR - Spoken French (Canadian) (New): Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parl…",15
SVAR - Spoken French (European) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,Yes,No,['Simulations'],"SVAR - Spoken French (European) (New): Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parl…",15
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Yes,No,['Simulations'],"SVAR - Spoken Spanish (Castilian) (New): Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español…",15
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,Yes,No,['Simulations'],"SVAR - Spoken Spanish (North American) (New): Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español…",15
Swing (New),https://www.shl.com/products/product-catalog/view/swing-new/,Yes,No,['Knowledge & Skills'],"Swing (New): Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.",15
Tableau (New),https://www.shl.com/products/product-catalog/view/tableau-new/,Yes,No,['Knowledge & Skills'],"Tableau (New): Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out…",15
Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,Yes,No,['Knowledge & Skills'],"Telecommunications Engineering (New): Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",15
Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,Yes,No,['Knowledge & Skills'],"Teradata Development (New): Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management…",15
Time Management (U.S.),https://www.shl.com/products/product-catalog/view/time-management-u-s/,Yes,Yes,['Knowledge & Skills'],Time Management (U.S.): This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and…,15
Training Development,https://www.shl.com/products/product-catalog/view/training-development/,Yes,Yes,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
Typing (New),https://www.shl.com/products/product-catalog/view/typing-new/,Yes,No,['Simulations'],Standard SHL assessment measuring specific skills and competencies.,15
UiPath RPA Development (New),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,Yes,No,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
Universal Competency Framework Interview Guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,Yes,No,"['Competencies', 'Personality & Behavior']",Standard SHL assessment measuring specific skills and competencies.,15
Universal Competency Framework Job profiling guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,No,"['Competencies', 'Personality & Behavior']",Standard SHL assessment measuring specific skills and competencies.,15
Universal Competency Framework Profiler Cards (44),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Yes,No,"['Competencies', 'Personality & Behavior']",Standard SHL assessment measuring specific skills and competencies.,15
UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,Yes,No,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
VB.NET (New),https://www.shl.com/products/product-catalog/view/vb-net-new/,Yes,No,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,Yes,Yes,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify - Following Instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,Yes,No,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,Yes,Yes,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify - General Ability Screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,Yes,Yes,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify - Inductive Reasoning (2014),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,Yes,Yes,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify - Numerical Ability,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,Yes,Yes,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify - Technical Checking - Next Generation,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,Yes,No,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify - Verbal Ability - Next Generation,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,Yes,Yes,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify - Working with Information,https://www.shl.com/products/product-catalog/view/verify-working-with-information/,Yes,No,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify G+ - Ability Test Report,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,Yes,No,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify G+ - Candidate Report,https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/,Yes,No,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify Interactive Ability Report,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,Yes,No,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify Interactive G+ Candidate Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify Interactive G+ Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,Yes,No,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Verify Interactive Process Monitoring,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No,['Ability & Aptitude'],Standard SHL assessment measuring specific skills and competencies.,15
Virtual Assessment and Development Centers,https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,['Personality & Behavior'],Standard SHL assessment measuring specific skills and competencies.,15
Visual Basic for Applications (New),https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
Visual Comparison - UK,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,Yes,No,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
Visual Comparison - US,https://www.shl.com/products/product-catalog/view/visual-comparison-us/,Yes,No,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
VLSI and Embedded Systems (New),https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
What Is The Value - US,https://www.shl.com/products/product-catalog/view/what-is-the-value-us/,Yes,Yes,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
Workplace Administration Skills (New),https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
Workplace Health and Safety (New),https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,['Simulations'],Standard SHL assessment measuring specific skills and competencies.,15
WriteX - Email Writing (Managerial) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,Yes,No,['Simulations'],Standard SHL assessment measuring specific skills and competencies.,15
WriteX - Email Writing (Sales) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No,"['Biodata & Situational Judgement', 'Simulations']",Standard SHL assessment measuring specific skills and competencies.,15
Written English v1,https://www.shl.com/products/product-catalog/view/written-english-v1/,Yes,Yes,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
Written Spanish,https://www.shl.com/products/product-catalog/view/written-spanish/,Yes,Yes,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
Zabbix (New),https://www.shl.com/products/product-catalog/view/zabbix-new/,Yes,No,['Knowledge & Skills'],Standard SHL assessment measuring specific skills and competencies.,15
360 Digital Report,https://www.shl.com/products/product-catalog/view/360-digital-report/,Yes,No,['Development & 360'],Standard SHL assessment measuring specific skills and competencies.,15
360° Multi-Rater Feedback System (MFS),https://www.shl.com/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,Yes,No,"['Development & 360', 'Personality & Behavior']",Standard SHL assessment measuring specific skills and competencies.,15
